,Created Date,Negative,Neutral,Positive,Tweets Ago,Twitter Account,compound
45,2018-03-20 23:07:04+00:00,0.095,0.905,0.0,46,CNN,-0.2263
46,2018-03-20 23:02:06+00:00,0.123,0.877,0.0,47,CNN,-0.2732
47,2018-03-20 22:57:04+00:00,0.0,1.0,0.0,48,CNN,0.0
48,2018-03-20 22:52:04+00:00,0.0,1.0,0.0,49,CNN,0.0
49,2018-03-20 22:51:03+00:00,0.0,0.93,0.07,50,CNN,0.128
50,2018-03-20 22:47:04+00:00,0.153,0.847,0.0,51,CNN,-0.5574
51,2018-03-20 22:42:05+00:00,0.335,0.545,0.12,52,CNN,-0.7096
52,2018-03-20 22:38:03+00:00,0.0,1.0,0.0,53,CNN,0.0
53,2018-03-20 22:32:07+00:00,0.0,1.0,0.0,54,CNN,0.0
54,2018-03-20 22:28:10+00:00,0.0,0.828,0.172,55,CNN,0.4404
55,2018-03-20 22:24:35+00:00,0.339,0.661,0.0,56,CNN,-0.802
56,2018-03-20 22:10:09+00:00,0.282,0.718,0.0,57,CNN,-0.6249
57,2018-03-20 22:05:09+00:00,0.159,0.725,0.116,58,CNN,-0.0516
58,2018-03-20 22:00:11+00:00,0.153,0.847,0.0,59,CNN,-0.4019
59,2018-03-20 21:55:05+00:00,0.118,0.882,0.0,60,CNN,-0.34
60,2018-03-20 21:52:29+00:00,0.24,0.76,0.0,61,CNN,-0.7184
61,2018-03-20 21:51:54+00:00,0.289,0.711,0.0,62,CNN,-0.7579
62,2018-03-20 21:50:06+00:00,0.0,0.849,0.151,63,CNN,0.4939
63,2018-03-20 21:45:06+00:00,0.0,1.0,0.0,64,CNN,0.0
64,2018-03-20 21:40:08+00:00,0.324,0.676,0.0,65,CNN,-0.802
65,2018-03-20 21:35:02+00:00,0.095,0.62,0.285,66,CNN,0.6808
66,2018-03-20 21:30:05+00:00,0.227,0.773,0.0,67,CNN,-0.5719
67,2018-03-20 21:25:06+00:00,0.231,0.769,0.0,68,CNN,-0.5423
68,2018-03-20 21:20:45+00:00,0.0,0.731,0.269,69,CNN,0.7096
69,2018-03-20 21:19:25+00:00,0.108,0.769,0.123,70,CNN,0.1027
70,2018-03-20 21:13:34+00:00,0.0,1.0,0.0,71,CNN,0.0
71,2018-03-20 21:10:44+00:00,0.0,1.0,0.0,72,CNN,0.0
72,2018-03-20 21:09:27+00:00,0.0,0.75,0.25,73,CNN,0.7184
73,2018-03-20 21:01:40+00:00,0.0,1.0,0.0,74,CNN,0.0
74,2018-03-20 21:00:40+00:00,0.0,1.0,0.0,75,CNN,0.0
75,2018-03-20 20:51:53+00:00,0.0,0.743,0.257,76,CNN,0.6369
76,2018-03-20 20:47:13+00:00,0.0,0.817,0.183,77,CNN,0.5859
77,2018-03-20 20:46:28+00:00,0.0,0.793,0.207,78,CNN,0.5267
78,2018-03-20 20:36:25+00:00,0.0,1.0,0.0,79,CNN,0.0
79,2018-03-20 20:31:36+00:00,0.0,1.0,0.0,80,CNN,0.0
80,2018-03-20 20:28:22+00:00,0.0,0.848,0.152,81,CNN,0.5267
81,2018-03-20 20:26:30+00:00,0.0,1.0,0.0,82,CNN,0.0
82,2018-03-20 20:15:15+00:00,0.0,1.0,0.0,83,CNN,0.0
83,2018-03-20 20:12:08+00:00,0.136,0.864,0.0,84,CNN,-0.296
84,2018-03-20 19:58:53+00:00,0.0,0.886,0.114,85,CNN,0.4019
85,2018-03-20 19:46:18+00:00,0.0,1.0,0.0,86,CNN,0.0
86,2018-03-20 19:32:09+00:00,0.0,0.802,0.198,87,CNN,0.6369
87,2018-03-20 19:29:06+00:00,0.0,1.0,0.0,88,CNN,0.0
88,2018-03-20 19:23:46+00:00,0.0,1.0,0.0,89,CNN,0.0
89,2018-03-20 19:22:05+00:00,0.0,1.0,0.0,90,CNN,0.0
90,2018-03-20 19:17:42+00:00,0.0,0.919,0.081,91,CNN,0.128
91,2018-03-20 19:10:09+00:00,0.063,0.814,0.122,92,CNN,0.3182
92,2018-03-20 19:04:31+00:00,0.069,0.931,0.0,93,CNN,-0.1027
93,2018-03-20 19:00:15+00:00,0.0,1.0,0.0,94,CNN,0.0
94,2018-03-20 18:55:04+00:00,0.157,0.843,0.0,95,CNN,-0.5994
95,2018-03-20 18:50:04+00:00,0.0,0.838,0.162,96,CNN,0.4767
96,2018-03-20 18:45:07+00:00,0.0,1.0,0.0,97,CNN,0.0
97,2018-03-20 18:40:09+00:00,0.0,1.0,0.0,98,CNN,0.0
98,2018-03-20 18:36:58+00:00,0.098,0.902,0.0,99,CNN,-0.3818
99,2018-03-20 18:35:08+00:00,0.0,1.0,0.0,100,CNN,0.0
0,2018-03-21 01:30:04+00:00,0.0,0.862,0.138,1,fox,0.4389
1,2018-03-20 23:43:13+00:00,0.0,0.417,0.583,2,fox,0.4199
2,2018-03-20 23:21:08+00:00,0.0,0.417,0.583,3,fox,0.4199
3,2018-03-20 22:30:20+00:00,0.0,1.0,0.0,4,fox,0.0
4,2018-03-20 19:54:47+00:00,0.137,0.863,0.0,5,fox,-0.4019
5,2018-03-20 19:54:21+00:00,0.0,0.839,0.161,6,fox,0.3612
6,2018-03-20 18:46:00+00:00,0.221,0.779,0.0,7,fox,-0.5267
7,2018-03-20 05:15:04+00:00,0.0,0.417,0.583,8,fox,0.4199
8,2018-03-19 23:38:23+00:00,0.0,1.0,0.0,9,fox,0.0
9,2018-03-19 22:55:26+00:00,0.0,1.0,0.0,10,fox,0.0
10,2018-03-19 10:25:22+00:00,0.0,0.456,0.544,11,fox,0.9178
11,2018-03-19 06:54:56+00:00,0.0,1.0,0.0,12,fox,0.0
12,2018-03-19 00:57:53+00:00,0.0,0.706,0.294,13,fox,0.8172
13,2018-03-19 00:08:00+00:00,0.079,0.752,0.168,14,fox,0.481
14,2018-03-18 23:11:31+00:00,0.118,0.725,0.156,15,fox,0.0
15,2018-03-18 21:53:04+00:00,0.0,0.776,0.224,16,fox,0.6705
16,2018-03-18 03:17:02+00:00,0.0,0.698,0.302,17,fox,0.3818
17,2018-03-17 21:10:23+00:00,0.0,0.481,0.519,18,fox,0.7569
18,2018-03-17 08:20:32+00:00,0.0,0.742,0.258,19,fox,0.7096
19,2018-03-17 07:02:55+00:00,0.0,0.761,0.239,20,fox,0.765
20,2018-03-17 06:59:15+00:00,0.345,0.473,0.182,21,fox,-0.34
21,2018-03-17 06:58:49+00:00,0.134,0.711,0.156,22,fox,0.1646
22,2018-03-17 04:44:27+00:00,0.0,0.769,0.231,23,fox,0.4588
23,2018-03-17 04:43:03+00:00,0.0,0.84,0.16,24,fox,0.6114
24,2018-03-17 03:16:57+00:00,0.152,0.381,0.467,25,fox,0.5106
25,2018-03-17 03:10:32+00:00,0.0,1.0,0.0,26,fox,0.0
26,2018-03-16 23:36:37+00:00,0.0,0.913,0.087,27,fox,0.2263
27,2018-03-16 23:36:24+00:00,0.0,0.782,0.218,28,fox,0.4199
28,2018-03-16 23:27:46+00:00,0.0,0.537,0.463,29,fox,0.7835
29,2018-03-16 23:27:14+00:00,0.0,0.64,0.36,30,fox,0.7345
30,2018-03-16 23:11:30+00:00,0.14,0.782,0.078,31,fox,-0.3597
31,2018-03-16 23:09:07+00:00,0.0,1.0,0.0,32,fox,0.0
32,2018-03-16 23:07:25+00:00,0.0,1.0,0.0,33,fox,0.0
33,2018-03-16 23:00:59+00:00,0.321,0.679,0.0,34,fox,-0.818
34,2018-03-16 22:40:18+00:00,0.0,0.417,0.583,35,fox,0.4199
35,2018-03-16 20:34:54+00:00,0.0,0.829,0.171,36,fox,0.5719
36,2018-03-16 04:01:44+00:00,0.17,0.532,0.297,37,fox,0.2942
37,2018-03-16 01:52:07+00:00,0.0,1.0,0.0,38,fox,0.0
38,2018-03-16 01:33:25+00:00,0.0,0.734,0.266,39,fox,0.7003
39,2018-03-16 00:36:14+00:00,0.0,1.0,0.0,40,fox,0.0
40,2018-03-15 23:44:49+00:00,0.0,1.0,0.0,41,fox,0.0
41,2018-03-15 22:04:46+00:00,0.0,1.0,0.0,42,fox,0.0
42,2018-03-15 22:03:16+00:00,0.0,0.824,0.176,43,fox,0.4574
43,2018-03-15 21:51:34+00:00,0.0,1.0,0.0,44,fox,0.0
44,2018-03-15 02:58:59+00:00,0.0,1.0,0.0,45,fox,0.0
45,2018-03-15 00:17:24+00:00,0.333,0.568,0.098,46,fox,-0.6369
46,2018-03-15 00:05:26+00:00,0.0,1.0,0.0,47,fox,0.0
47,2018-03-14 22:35:40+00:00,0.683,0.317,0.0,48,fox,-0.8625
48,2018-03-14 22:08:53+00:00,0.0,1.0,0.0,49,fox,0.0
49,2018-03-14 21:32:48+00:00,0.0,0.747,0.253,50,fox,0.6976
50,2018-03-14 21:32:37+00:00,0.107,0.67,0.223,51,fox,0.3802
51,2018-03-14 09:43:21+00:00,0.104,0.896,0.0,52,fox,-0.296
52,2018-03-14 00:14:03+00:00,0.0,0.896,0.104,53,fox,0.4215
53,2018-03-13 21:56:19+00:00,0.113,0.821,0.067,54,fox,-0.2263
54,2018-03-13 21:53:43+00:00,0.492,0.508,0.0,55,fox,-0.4404
55,2018-03-13 21:47:56+00:00,0.152,0.581,0.266,56,fox,0.5509
56,2018-03-13 21:40:02+00:00,0.0,1.0,0.0,57,fox,0.0
57,2018-03-13 21:38:42+00:00,0.0,1.0,0.0,58,fox,0.0
58,2018-03-13 11:32:51+00:00,0.0,1.0,0.0,59,fox,0.0
59,2018-03-13 08:57:37+00:00,0.0,1.0,0.0,60,fox,0.0
60,2018-03-13 08:39:15+00:00,0.089,0.543,0.367,61,fox,0.8271
61,2018-03-13 07:56:31+00:00,0.0,0.61,0.39,62,fox,0.4939
62,2018-03-13 05:51:06+00:00,0.438,0.562,0.0,63,fox,-0.7906
63,2018-03-13 05:31:56+00:00,0.0,1.0,0.0,64,fox,0.0
64,2018-03-13 05:27:16+00:00,0.0,1.0,0.0,65,fox,0.0
65,2018-03-13 04:05:17+00:00,0.078,0.674,0.248,66,fox,0.7003
66,2018-03-13 02:01:01+00:00,0.17,0.567,0.263,67,fox,0.5106
67,2018-03-13 01:55:02+00:00,0.072,0.928,0.0,68,fox,-0.1027
68,2018-03-13 00:14:42+00:00,0.0,0.87,0.13,69,fox,0.4019
69,2018-03-12 08:45:39+00:00,0.2,0.688,0.113,70,fox,-0.34
70,2018-03-12 06:59:39+00:00,0.0,1.0,0.0,71,fox,0.0
71,2018-03-12 05:17:18+00:00,0.0,0.868,0.132,72,fox,0.4939
72,2018-03-12 05:01:46+00:00,0.0,0.635,0.365,73,fox,0.5574
73,2018-03-11 23:45:08+00:00,0.0,0.936,0.064,74,fox,0.0772
74,2018-03-11 23:10:30+00:00,0.136,0.864,0.0,75,fox,-0.296
75,2018-03-11 06:15:00+00:00,0.0,0.509,0.491,76,fox,0.6996
76,2018-03-10 08:34:51+00:00,0.0,1.0,0.0,77,fox,0.0
77,2018-03-10 06:41:48+00:00,0.177,0.725,0.098,78,fox,-0.2957
78,2018-03-09 06:19:04+00:00,0.0,0.568,0.432,79,fox,0.5859
79,2018-03-09 06:01:38+00:00,0.095,0.905,0.0,80,fox,-0.25
80,2018-03-09 02:43:33+00:00,0.0,1.0,0.0,81,fox,0.0
81,2018-03-09 02:39:36+00:00,0.0,0.891,0.109,82,fox,0.4019
82,2018-03-09 02:25:31+00:00,0.508,0.492,0.0,83,fox,-0.6336
83,2018-03-09 01:16:08+00:00,0.0,1.0,0.0,84,fox,0.0
84,2018-03-09 01:15:52+00:00,0.0,0.764,0.236,85,fox,0.6771
85,2018-03-09 00:59:44+00:00,0.0,1.0,0.0,86,fox,0.0
86,2018-03-09 00:06:04+00:00,0.261,0.611,0.128,87,fox,-0.34
87,2018-03-09 00:05:05+00:00,0.0,0.888,0.112,88,fox,0.4404
88,2018-03-08 23:42:03+00:00,0.0,0.643,0.357,89,fox,0.8356
89,2018-03-08 23:08:31+00:00,0.0,1.0,0.0,90,fox,0.0
90,2018-03-08 22:20:51+00:00,0.0,0.578,0.422,91,fox,0.658
91,2018-03-08 22:20:32+00:00,0.0,0.417,0.583,92,fox,0.4199
92,2018-03-08 21:27:38+00:00,0.0,0.736,0.264,93,fox,0.7269
93,2018-03-08 21:26:51+00:00,0.0,0.84,0.16,94,fox,0.6114
94,2018-03-08 08:57:37+00:00,0.085,0.847,0.069,95,fox,-0.0772
95,2018-03-08 08:32:47+00:00,0.196,0.804,0.0,96,fox,-0.296
96,2018-03-08 07:42:40+00:00,0.252,0.748,0.0,97,fox,-0.6597
97,2018-03-08 07:39:19+00:00,0.289,0.711,0.0,98,fox,-0.7269
98,2018-03-08 07:23:41+00:00,0.0,0.939,0.061,99,fox,0.0772
99,2018-03-08 02:54:19+00:00,0.154,0.639,0.208,100,fox,0.09
0,2018-03-21 04:02:07+00:00,0.0,1.0,0.0,1,nytimes,0.0
1,2018-03-21 03:48:24+00:00,0.0,1.0,0.0,2,nytimes,0.0
2,2018-03-21 03:43:43+00:00,0.204,0.796,0.0,3,nytimes,-0.4767
3,2018-03-21 03:41:04+00:00,0.0,0.829,0.171,4,nytimes,0.5106
4,2018-03-21 03:32:07+00:00,0.0,1.0,0.0,5,nytimes,0.0
5,2018-03-21 03:23:03+00:00,0.0,1.0,0.0,6,nytimes,0.0
6,2018-03-21 03:18:06+00:00,0.0,1.0,0.0,7,nytimes,0.0
7,2018-03-21 03:02:06+00:00,0.0,1.0,0.0,8,nytimes,0.0
8,2018-03-21 02:48:05+00:00,0.0,1.0,0.0,9,nytimes,0.0
9,2018-03-21 02:32:03+00:00,0.095,0.905,0.0,10,nytimes,-0.2263
10,2018-03-21 02:17:04+00:00,0.0,1.0,0.0,11,nytimes,0.0
11,2018-03-21 02:02:03+00:00,0.0,1.0,0.0,12,nytimes,0.0
12,2018-03-21 01:47:05+00:00,0.069,0.931,0.0,13,nytimes,-0.1027
13,2018-03-21 01:32:04+00:00,0.0,0.769,0.231,14,nytimes,0.5859
14,2018-03-21 01:18:06+00:00,0.0,1.0,0.0,15,nytimes,0.0
15,2018-03-21 01:07:08+00:00,0.213,0.684,0.103,16,nytimes,-0.4404
16,2018-03-21 01:02:07+00:00,0.0,1.0,0.0,17,nytimes,0.0
17,2018-03-21 00:48:06+00:00,0.0,1.0,0.0,18,nytimes,0.0
18,2018-03-21 00:44:50+00:00,0.123,0.877,0.0,19,nytimes,-0.4215
19,2018-03-21 00:32:03+00:00,0.107,0.893,0.0,20,nytimes,-0.3412
20,2018-03-21 00:17:04+00:00,0.0,1.0,0.0,21,nytimes,0.0
21,2018-03-21 00:02:05+00:00,0.0,1.0,0.0,22,nytimes,0.0
22,2018-03-20 23:47:07+00:00,0.0,1.0,0.0,23,nytimes,0.0
23,2018-03-20 23:32:05+00:00,0.0,1.0,0.0,24,nytimes,0.0
24,2018-03-20 23:17:05+00:00,0.0,1.0,0.0,25,nytimes,0.0
25,2018-03-20 23:02:05+00:00,0.0,1.0,0.0,26,nytimes,0.0
26,2018-03-20 22:47:03+00:00,0.0,1.0,0.0,27,nytimes,0.0
27,2018-03-20 22:32:06+00:00,0.108,0.892,0.0,28,nytimes,-0.4404
28,2018-03-20 22:17:05+00:00,0.0,0.902,0.098,29,nytimes,0.34
29,2018-03-20 22:02:04+00:00,0.093,0.844,0.062,30,nytimes,-0.1779
30,2018-03-20 21:47:06+00:00,0.217,0.783,0.0,31,nytimes,-0.5574
31,2018-03-20 21:38:03+00:00,0.0,1.0,0.0,32,nytimes,0.0
32,2018-03-20 21:26:06+00:00,0.0,0.925,0.075,33,nytimes,0.0772
33,2018-03-20 21:10:03+00:00,0.08,0.76,0.16,34,nytimes,0.2732
34,2018-03-20 20:55:09+00:00,0.0,1.0,0.0,35,nytimes,0.0
35,2018-03-20 20:40:07+00:00,0.0,0.914,0.086,36,nytimes,0.1779
36,2018-03-20 20:25:03+00:00,0.175,0.825,0.0,37,nytimes,-0.5574
37,2018-03-20 20:18:08+00:00,0.243,0.757,0.0,38,nytimes,-0.7269
38,2018-03-20 20:08:04+00:00,0.0,1.0,0.0,39,nytimes,0.0
39,2018-03-20 19:58:04+00:00,0.0,1.0,0.0,40,nytimes,0.0
40,2018-03-20 19:48:02+00:00,0.0,1.0,0.0,41,nytimes,0.0
41,2018-03-20 19:46:55+00:00,0.147,0.853,0.0,42,nytimes,-0.4767
42,2018-03-20 19:38:26+00:00,0.0,1.0,0.0,43,nytimes,0.0
43,2018-03-20 19:28:06+00:00,0.0,0.773,0.227,44,nytimes,0.5719
44,2018-03-20 19:19:51+00:00,0.264,0.569,0.167,45,nytimes,-0.34
45,2018-03-20 19:18:05+00:00,0.416,0.584,0.0,46,nytimes,-0.8934
46,2018-03-20 19:08:05+00:00,0.347,0.653,0.0,47,nytimes,-0.6997
47,2018-03-20 18:58:06+00:00,0.0,1.0,0.0,48,nytimes,0.0
48,2018-03-20 18:52:42+00:00,0.0,1.0,0.0,49,nytimes,0.0
49,2018-03-20 18:48:05+00:00,0.133,0.867,0.0,50,nytimes,-0.3182
50,2018-03-20 18:38:03+00:00,0.0,0.942,0.058,51,nytimes,0.0772
51,2018-03-20 18:28:05+00:00,0.0,0.89,0.11,52,nytimes,0.2732
52,2018-03-20 18:18:04+00:00,0.0,0.859,0.141,53,nytimes,0.4215
53,2018-03-20 18:08:21+00:00,0.28,0.72,0.0,54,nytimes,-0.7184
54,2018-03-20 17:58:03+00:00,0.068,0.821,0.111,55,nytimes,0.2263
55,2018-03-20 17:48:02+00:00,0.134,0.866,0.0,56,nytimes,-0.5267
56,2018-03-20 17:41:09+00:00,0.0,1.0,0.0,57,nytimes,0.0
57,2018-03-20 17:35:50+00:00,0.083,0.751,0.166,58,nytimes,0.2732
58,2018-03-20 17:32:06+00:00,0.091,0.909,0.0,59,nytimes,-0.1027
59,2018-03-20 17:22:07+00:00,0.139,0.861,0.0,60,nytimes,-0.5267
60,2018-03-20 17:06:41+00:00,0.0,0.842,0.158,61,nytimes,0.4939
61,2018-03-20 17:02:05+00:00,0.097,0.792,0.111,62,nytimes,0.101
62,2018-03-20 16:55:48+00:00,0.244,0.602,0.154,63,nytimes,-0.34
63,2018-03-20 16:52:05+00:00,0.0,1.0,0.0,64,nytimes,0.0
64,2018-03-20 16:42:04+00:00,0.0,1.0,0.0,65,nytimes,0.0
65,2018-03-20 16:32:05+00:00,0.0,0.783,0.217,66,nytimes,0.3612
66,2018-03-20 16:22:24+00:00,0.088,0.846,0.065,67,nytimes,-0.1531
67,2018-03-20 16:12:05+00:00,0.0,1.0,0.0,68,nytimes,0.0
68,2018-03-20 16:02:04+00:00,0.084,0.916,0.0,69,nytimes,-0.2732
69,2018-03-20 15:52:08+00:00,0.113,0.721,0.167,70,nytimes,0.296
70,2018-03-20 15:42:03+00:00,0.136,0.864,0.0,71,nytimes,-0.5106
71,2018-03-20 15:38:33+00:00,0.0,1.0,0.0,72,nytimes,0.0
72,2018-03-20 15:32:04+00:00,0.153,0.847,0.0,73,nytimes,-0.5574
73,2018-03-20 15:22:05+00:00,0.175,0.825,0.0,74,nytimes,-0.5574
74,2018-03-20 15:19:35+00:00,0.0,1.0,0.0,75,nytimes,0.0
75,2018-03-20 15:12:05+00:00,0.146,0.854,0.0,76,nytimes,-0.5574
76,2018-03-20 15:02:04+00:00,0.173,0.663,0.163,77,nytimes,-0.0516
77,2018-03-20 15:02:04+00:00,0.0,0.786,0.214,78,nytimes,0.5994
78,2018-03-20 14:52:05+00:00,0.0,0.884,0.116,79,nytimes,0.3612
79,2018-03-20 14:42:03+00:00,0.0,0.893,0.107,80,nytimes,0.34
80,2018-03-20 14:40:08+00:00,0.147,0.853,0.0,81,nytimes,-0.4767
81,2018-03-20 14:33:17+00:00,0.161,0.595,0.244,82,nytimes,0.34
82,2018-03-20 14:32:06+00:00,0.116,0.884,0.0,83,nytimes,-0.2732
83,2018-03-20 14:22:02+00:00,0.0,1.0,0.0,84,nytimes,0.0
84,2018-03-20 14:10:31+00:00,0.0,1.0,0.0,85,nytimes,0.0
85,2018-03-20 14:00:28+00:00,0.0,1.0,0.0,86,nytimes,0.0
86,2018-03-20 13:46:07+00:00,0.151,0.849,0.0,87,nytimes,-0.4939
87,2018-03-20 13:30:06+00:00,0.0,1.0,0.0,88,nytimes,0.0
88,2018-03-20 13:17:05+00:00,0.0,1.0,0.0,89,nytimes,0.0
89,2018-03-20 13:00:11+00:00,0.243,0.757,0.0,90,nytimes,-0.7269
90,2018-03-20 12:45:04+00:00,0.113,0.81,0.077,91,nytimes,-0.2263
91,2018-03-20 12:28:03+00:00,0.0,1.0,0.0,92,nytimes,0.0
92,2018-03-20 12:15:08+00:00,0.0,1.0,0.0,93,nytimes,0.0
93,2018-03-20 12:00:06+00:00,0.0,1.0,0.0,94,nytimes,0.0
94,2018-03-20 11:50:08+00:00,0.0,0.889,0.111,95,nytimes,0.25
95,2018-03-20 11:39:04+00:00,0.105,0.765,0.13,96,nytimes,0.1451
96,2018-03-20 11:30:07+00:00,0.072,0.701,0.227,97,nytimes,0.5809
97,2018-03-20 11:20:08+00:00,0.0,0.808,0.192,98,nytimes,0.4754
98,2018-03-20 11:11:05+00:00,0.0,0.879,0.121,99,nytimes,0.296
99,2018-03-20 11:00:04+00:00,0.0,0.885,0.115,100,nytimes,0.3818
